date,airport_code,flights_count
2020-05-15,FUK,4
2020-05-15,CTS,1
2020-05-16,NRT,18
2020-05-16,HND,16
2020-05-16,KIX,7
2020-05-16,FUK,4
2020-05-16,CTS,1
2020-05-17,NRT,17
2020-05-17,HND,15
2020-05-17,KIX,8
2020-05-17,FUK,5
2020-05-17,CTS,1
2020-05-18,NRT,17
2020-05-18,HND,13
2020-05-18,KIX,7
2020-05-18,FUK,4
2020-05-18,CTS,1
2020-05-19,NRT,15
2020-05-19,HND,14
2020-05-19,KIX,6
2020-05-19,FUK,4
2020-05-19,CTS,1
2020-05-20,NRT,16
2020-05-20,HND,14
2020-05-20,KIX,6
2020-05-20,FUK,3
2020-05-20,CTS,1
2020-05-21,NRT,14
2020-05-21,HND,14
2020-05-21,KIX,7
2020-05-21,FUK,4
2020-05-21,CTS,1
2020-05-22,NRT,16
2020-05-22,HND,15
2020-05-22,KIX,6
2020-05-22,FUK,4
2020-05-22,CTS,1
2020-05-23,NRT,16
2020-05-23,HND,14
2020-05-23,KIX,8
2020-05-23,FUK,4
2020-05-23,CTS,1
2020-05-24,NRT,16
2020-05-24,HND,16
2020-05-24,KIX,7
2020-05-24,FUK,4
2020-05-24,CTS,1
2020-05-25,NRT,16
2020-05-25,HND,13
2020-05-25,KIX,7
2020-05-25,FUK,4
2020-05-25,CTS,1
2020-05-26,NRT,15
2020-05-26,HND,14
2020-05-26,KIX,7
2020-05-26,FUK,4
2020-05-26,CTS,1
2020-05-27,NRT,17
2020-05-27,HND,13
2020-05-27,KIX,7
2020-05-27,FUK,4
2020-05-27,CTS,1
2020-05-28,NRT,15
2020-05-28,HND,15
2020-05-28,KIX,7
2020-05-28,FUK,3
2020-05-28,CTS,1
2020-05-29,NRT,16
2020-05-29,HND,14
2020-05-29,KIX,6
2020-05-29,FUK,3
2020-05-29,CTS,1
2020-05-30,NRT,18
2020-05-30,HND,16
2020-05-30,KIX,7
2020-05-30,FUK,5
2020-05-30,CTS,1
2020-05-31,NRT,16
2020-05-31,HND,15
2020-05-31,KIX,8
2020-05-31,FUK,4
2020-05-31,CTS,1
2020-06-01,NRT,15
2020-06-01,HND,15
2020-06-01,KIX,7
2020-06-01,FUK,4
2020-06-01,CTS,1
2020-06-02,NRT,15
2020-06-02,HND,14
2020-06-02,KIX,6
2020-06-02,FUK,4
2020-06-02,CTS,1
2020-06-03,NRT,17
2020-06-03,HND,13
2020-06-03,KIX,7
2020-06-03,FUK,4
2020-06-03,CTS,1
2020-06-04,NRT,15
2020-06-04,HND,15
2020-06-04,KIX,6
2020-06-04,FUK,4
2020-06-04,CTS,1
2020-06-05,NRT,15
2020-06-05,HND,15
2020-06-05,KIX,6
2020-06-05,FUK,4
2020-06-05,CTS,1
2020-06-06,NRT,16
2020-06-06,HND,15
2020-06-06,KIX,8
2020-06-06,FUK,4
2020-06-06,CTS,1
2020-06-07,NRT,16
2020-06-07,HND,14
2020-06-07,KIX,7
2020-06-07,FUK,4
2020-06-07,CTS,1
2020-06-08,NRT,17
2020-06-08,HND,14
2020-06-08,KIX,7
2020-06-08,FUK,3
2020-06-08,CTS,1
2020-06-09,NRT,15
2020-06-09,HND,13
2020-06-09,KIX,7
2020-06-09,FUK,4
2020-06-09,CTS,1
2020-06-10,NRT,16
2020-06-10,HND,13
2020-06-10,KIX,7
2020-06-10,FUK,4
2020-06-10,CTS,1
2020-06-11,NRT,16
2020-06-11,HND,13
2020-06-11,KIX,7
2020-06-11,FUK,4
2020-06-11,CTS,1
2020-06-12,NRT,17
2020-06-12,HND,15
2020-06-12,KIX,6
2020-06-12,FUK,3
2020-06-12,CTS,1
2020-06-13,NRT,16
2020-06-13,HND,16
2020-06-13,KIX,7
2020-06-13,FUK,5
2020-06-13,CTS,1
2020-06-14,NRT,16
2020-06-14,HND,15
2020-06-14,KIX,7
2020-06-14,FUK,4
2020-06-14,CTS,1
2020-06-15,NRT,15
2020-06-15,HND,15
2020-06-15,KIX,7
2020-06-15,FUK,4
2020-06-15,CTS,1
2020-06-16,NRT,17
2020-06-16,HND,14
2020-06-16,KIX,6
2020-06-16,FUK,3
2020-06-16,CTS,1
2020-06-17,NRT,15
2020-06-17,HND,15
2020-06-17,KIX,7
2020-06-17,FUK,4
2020-06-17,CTS,1
2020-06-18,NRT,14
2020-06-18,HND,15
2020-06-18,KIX,6
2020-06-18,FUK,3
2020-06-18,CTS,1
2020-06-19,NRT,15
2020-06-19,HND,13
2020-06-19,KIX,7
2020-06-19,FUK,4
2020-06-19,CTS,1
2020-06-20,NRT,19
2020-06-20,HND,15
2020-06-20,KIX,7
2020-06-20,FUK,4
2020-06-20,CTS,1
2020-06-21,NRT,19
2020-06-21,HND,14
2020-06-21,KIX,7
2020-06-21,FUK,4
2020-06-21,CTS,1
2020-06-22,NRT,14
2020-06-22,HND,13
2020-06-22,KIX,6
2020-06-22,FUK,4
2020-06-22,CTS,1
2020-06-23,NRT,15
2020-06-23,HND,13
2020-06-23,KIX,7
2020-06-23,FUK,4
2020-06-23,CTS,1
2020-06-24,NRT,15
2020-06-24,HND,15
2020-06-24,KIX,6
2020-06-24,FUK,4
2020-06-24,CTS,1
2020-06-25,NRT,15
2020-06-25,HND,14
2020-06-25,KIX,7
2020-06-25,FUK,4
2020-06-25,CTS,1
2020-06-26,NRT,16
2020-06-26,HND,15
2020-06-26,KIX,6
2020-06-26,FUK,4
2020-06-26,CTS,1
2020-06-27,NRT,16
2020-06-27,HND,14
2020-06-27,KIX,8
2020-06-27,FUK,4
2020-06-27,CTS,1
2020-06-28,NRT,17
2020-06-28,HND,15
2020-06-28,KIX,7
2020-06-28,FUK,4
2020-06-28,CTS,1
2020-06-29,NRT,17
2020-06-29,HND,13
2020-06-29,KIX,7
2020-06-29,FUK,4
2020-06-29,CTS,1
2020-06-30,NRT,16
2020-06-30,HND,14
2020-06-30,KIX,6
2020-06-30,FUK,3
2020-06-30,CTS,1
2020-07-01,NRT,15
2020-07-01,HND,13
2020-07-01,KIX,7
2020-07-01,FUK,4
2020-07-01,CTS,1
2020-07-02,NRT,15
2020-07-02,HND,13
2020-07-02,KIX,7
2020-07-02,FUK,4
2020-07-02,CTS,1
2020-07-03,NRT,15
2020-07-03,HND,14
2020-07-03,KIX,7
2020-07-03,FUK,4
2020-07-03,CTS,1
2020-07-04,NRT,18
2020-07-04,HND,14
2020-07-04,KIX,8
2020-07-04,FUK,4
2020-07-04,CTS,1
2020-07-05,NRT,18
2020-07-05,HND,14
2020-07-05,KIX,8
2020-07-05,FUK,4
2020-07-05,CTS,1
2020-07-06,NRT,15
2020-07-06,HND,13
2020-07-06,KIX,7
2020-07-06,FUK,4
2020-07-06,CTS,1
2020-07-07,NRT,15
2020-07-07,HND,14
2020-07-07,KIX,6
2020-07-07,FUK,4
2020-07-07,CTS,1
2020-07-08,NRT,16
2020-07-08,HND,14
2020-07-08,KIX,7
2020-07-08,FUK,4
2020-07-08,CTS,1
2020-07-09,NRT,17
2020-07-09,HND,14
2020-07-09,KIX,6
2020-07-09,FUK,4
2020-07-09,CTS,1
2020-07-10,NRT,14
2020-07-10,HND,14
2020-07-10,KIX,6
2020-07-10,FUK,4
2020-07-10,CTS,1
2020-07-11,NRT,18
2020-07-11,HND,14
2020-07-11,KIX,8
2020-07-11,FUK,4
2020-07-11,CTS,1
2020-07-12,NRT,18
2020-07-12,HND,16
2020-07-12,KIX,7
2020-07-12,FUK,4
2020-07-12,CTS,1
2020-07-13,NRT,15
2020-07-13,HND,14
2020-07-13,KIX,7
2020-07-13,FUK,3
2020-07-13,CTS,1
2020-07-14,NRT,15
2020-07-14,HND,15
2020-07-14,KIX,6
2020-07-14,FUK,4
2020-07-14,CTS,1
2020-07-15,NRT,16
2020-07-15,HND,13
2020-07-15,KIX,6
2020-07-15,FUK,4
2020-07-15,CTS,1
2020-07-16,NRT,16
2020-07-16,HND,14
2020-07-16,KIX,6
2020-07-16,FUK,4
2020-07-16,CTS,1
2020-07-17,NRT,15
2020-07-17,HND,14
2020-07-17,KIX,7
2020-07-17,FUK,4
2020-07-17,CTS,1
2020-07-18,NRT,16
2020-07-18,HND,14
2020-07-18,KIX,7
2020-07-18,FUK,4
2020-07-18,CTS,1
2020-07-19,NRT,17
2020-07-19,HND,14
2020-07-19,KIX,7
2020-07-19,FUK,4
2020-07-19,CTS,1
2020-07-20,NRT,16
2020-07-20,HND,14
2020-07-20,KIX,7
2020-07-20,FUK,4
2020-07-20,CTS,1
2020-07-21,NRT,16
2020-07-21,HND,12
2020-07-21,KIX,7
2020-07-21,FUK,3
2020-07-21,CTS,1
2020-07-22,NRT,16
2020-07-22,HND,14
2020-07-22,KIX,6
2020-07-22,FUK,4
2020-07-22,CTS,1
2020-07-23,NRT,16
2020-07-23,HND,14
2020-07-23,KIX,7
2020-07-23,FUK,4
2020-07-23,CTS,1
2020-07-24,NRT,15
2020-07-24,HND,14
2020-07-24,KIX,6
2020-07-24,FUK,4
2020-07-24,CTS,1
2020-07-25,NRT,18
2020-07-25,HND,16
2020-07-25,KIX,7
2020-07-25,FUK,4
2020-07-25,CTS,1
2020-07-26,NRT,16
2020-07-26,HND,14
2020-07-26,KIX,7
2020-07-26,FUK,4
2020-07-26,CTS,1
2020-07-27,NRT,15
2020-07-27,HND,13
2020-07-27,KIX,7
2020-07-27,FUK,3
2020-07-27,CTS,1
2020-07-28,NRT,15
2020-07-28,HND,15
2020-07-28,KIX,6
2020-07-28,FUK,4
2020-07-28,CTS,1
2020-07-29,NRT,16
2020-07-29,HND,14
2020-07-29,KIX,7
2020-07-29,FUK,4
2020-07-29,CTS,1
2020-07-30,NRT,15
2020-07-30,HND,14
2020-07-30,KIX,7
2020-07-30,FUK,4
2020-07-30,CTS,1
2020-07-31,NRT,15
2020-07-31,HND,13
2020-07-31,KIX,6
2020-07-31,FUK,4
2020-07-31,CTS,1
2020-08-01,NRT,21
2020-08-01,HND,18
2020-08-01,KIX,8
2020-08-01,FUK,5
2020-08-01,CTS,1
2020-08-02,NRT,18
2020-08-02,HND,17
2020-08-02,KIX,9
2020-08-02,FUK,5
2020-08-02,CTS,2
2020-08-03,NRT,17
2020-08-03,HND,15
2020-08-03,KIX,7
2020-08-03,FUK,5
2020-08-03,CTS,1
2020-08-04,NRT,19
2020-08-04,HND,17
2020-08-04,KIX,7
2020-08-04,FUK,4
2020-08-04,CTS,1
2020-08-05,NRT,17
2020-08-05,HND,15
2020-08-05,KIX,8
2020-08-05,FUK,4
2020-08-05,CTS,1
2020-08-06,NRT,17
2020-08-06,HND,17
2020-08-06,KIX,8
2020-08-06,FUK,5
2020-08-06,CTS,1
2020-08-07,NRT,18
2020-08-07,HND,15
2020-08-07,KIX,8
2020-08-07,FUK,4
2020-08-07,CTS,1
2020-08-08,NRT,21
2020-08-08,HND,19
2020-08-08,KIX,8
2020-08-08,FUK,5
2020-08-08,CTS,1
2020-08-09,NRT,22
2020-08-09,HND,17
2020-08-09,KIX,8
2020-08-09,FUK,5
2020-08-09,CTS,1
2020-08-10,NRT,18
2020-08-10,HND,15
2020-08-10,KIX,7
2020-08-10,FUK,4
2020-08-10,CTS,1
2020-08-11,NRT,18
2020-08-11,HND,17
2020-08-11,KIX,8
2020-08-11,FUK,4
2020-08-11,CTS,1
2020-08-12,NRT,17
2020-08-12,HND,17
2020-08-12,KIX,7
2020-08-12,FUK,4
2020-08-12,CTS,1
2020-08-13,NRT,19
2020-08-13,HND,14
2020-08-13,KIX,7
2020-08-13,FUK,4
2020-08-13,CTS,1
2020-08-14,NRT,19
2020-08-14,HND,17
2020-08-14,KIX,8
2020-08-14,FUK,4
2020-08-14,CTS,1
2020-08-15,NRT,18
2020-08-15,HND,16
2020-08-15,KIX,7
2020-08-15,FUK,5
2020-08-15,CTS,1
2020-08-16,NRT,20
2020-08-16,HND,18
2020-08-16,KIX,8
2020-08-16,FUK,5
2020-08-16,CTS,1
2020-08-17,NRT,18
2020-08-17,HND,17
2020-08-17,KIX,7
2020-08-17,FUK,4
2020-08-17,CTS,1
2020-08-18,NRT,19
2020-08-18,HND,16
2020-08-18,KIX,8
2020-08-18,FUK,5
2020-08-18,CTS,1
2020-08-19,NRT,17
2020-08-19,HND,15
2020-08-19,KIX,7
2020-08-19,FUK,5
2020-08-19,CTS,1
2020-08-20,NRT,19
2020-08-20,HND,14
2020-08-20,KIX,8
2020-08-20,FUK,4
2020-08-20,CTS,1
2020-08-21,NRT,17
2020-08-21,HND,16
2020-08-21,KIX,7
2020-08-21,FUK,4
2020-08-21,CTS,1
2020-08-22,NRT,21
2020-08-22,HND,16
2020-08-22,KIX,8
2020-08-22,FUK,5
2020-08-22,CTS,2
2020-08-23,NRT,20
2020-08-23,HND,19
2020-08-23,KIX,8
2020-08-23,FUK,4
2020-08-23,CTS,1
2020-08-24,NRT,16
2020-08-24,HND,16
2020-08-24,KIX,7
2020-08-24,FUK,4
2020-08-24,CTS,1
2020-08-25,NRT,20
2020-08-25,HND,17
2020-08-25,KIX,8
2020-08-25,FUK,4
2020-08-25,CTS,1
2020-08-26,NRT,19
2020-08-26,HND,15
2020-08-26,KIX,7
2020-08-26,FUK,4
2020-08-26,CTS,1
2020-08-27,NRT,19
2020-08-27,HND,17
2020-08-27,KIX,7
2020-08-27,FUK,4
2020-08-27,CTS,1
2020-08-28,NRT,18
2020-08-28,HND,17
2020-08-28,KIX,7
2020-08-28,FUK,5
2020-08-28,CTS,1
2020-08-29,NRT,21
2020-08-29,HND,17
2020-08-29,KIX,9
2020-08-29,FUK,5
2020-08-29,CTS,2
2020-08-30,NRT,19
2020-08-30,HND,16
2020-08-30,KIX,8
2020-08-30,FUK,5
2020-08-30,CTS,1
2020-08-31,NRT,18
2020-08-31,HND,15
2020-08-31,KIX,8
2020-08-31,FUK,4
2020-08-31,CTS,1
2020-09-01,NRT,16
2020-09-01,HND,13
2020-09-01,KIX,7
2020-09-01,FUK,3
2020-09-01,CTS,1
2020-09-02,NRT,17
2020-09-02,HND,15
2020-09-02,KIX,7
2020-09-02,FUK,4
2020-09-02,CTS,1
2020-09-03,NRT,15
2020-09-03,HND,14
2020-09-03,KIX,6
2020-09-03,FUK,4
2020-09-03,CTS,1
2020-09-04,NRT,15
2020-09-04,HND,13
2020-09-04,KIX,7
2020-09-04,FUK,3
2020-09-04,CTS,1
2020-09-05,NRT,17
2020-09-05,HND,16
2020-09-05,KIX,7
2020-09-05,FUK,4
2020-09-05,CTS,1
2020-09-06,NRT,18
2020-09-06,HND,15
2020-09-06,KIX,7
2020-09-06,FUK,4
2020-09-06,CTS,1
2020-09-07,NRT,16
2020-09-07,HND,13
2020-09-07,KIX,6
2020-09-07,FUK,4
2020-09-07,CTS,1
2020-09-08,NRT,17
2020-09-08,HND,14
2020-09-08,KIX,6
2020-09-08,FUK,3
2020-09-08,CTS,1
2020-09-09,NRT,16
2020-09-09,HND,15
2020-09-09,KIX,6
2020-09-09,FUK,4
2020-09-09,CTS,1
2020-09-10,NRT,16
2020-09-10,HND,14
2020-09-10,KIX,7
2020-09-10,FUK,4
2020-09-10,CTS,1
2020-09-11,NRT,15
2020-09-11,HND,13
2020-09-11,KIX,6
2020-09-11,FUK,4
2020-09-11,CTS,1
2020-09-12,NRT,18
2020-09-12,HND,16
2020-09-12,KIX,7
2020-09-12,FUK,4
2020-09-12,CTS,1
2020-09-13,NRT,18
2020-09-13,HND,17
2020-09-13,KIX,7
2020-09-13,FUK,5
2020-09-13,CTS,1
2020-09-14,NRT,15
2020-09-14,HND,14
2020-09-14,KIX,6
2020-09-14,FUK,4
2020-09-14,CTS,1
2020-09-15,NRT,16
2020-09-15,HND,15
2020-09-15,KIX,6
2020-09-15,FUK,4
2020-09-15,CTS,1
2020-09-16,NRT,17
2020-09-16,HND,14
2020-09-16,KIX,6
2020-09-16,FUK,4
2020-09-16,CTS,1
2020-09-17,NRT,15
2020-09-17,HND,12
2020-09-17,KIX,7
2020-09-17,FUK,4
2020-09-17,CTS,1
2020-09-18,NRT,17
2020-09-18,HND,14
2020-09-18,KIX,6
2020-09-18,FUK,4
2020-09-18,CTS,1
2020-09-19,NRT,19
2020-09-19,HND,15
2020-09-19,KIX,8
2020-09-19,FUK,4
2020-09-19,CTS,1
2020-09-20,NRT,16
2020-09-20,HND,16
2020-09-20,KIX,7
2020-09-20,FUK,4
2020-09-20,CTS,1
2020-09-21,NRT,14
2020-09-21,HND,15
2020-09-21,KIX,6
2020-09-21,FUK,4
2020-09-21,CTS,1
2020-09-22,NRT,17
2020-09-22,HND,14
2020-09-22,KIX,7
2020-09-22,FUK,4
2020-09-22,CTS,1
2020-09-23,NRT,17
2020-09-23,HND,13
2020-09-23,KIX,6
2020-09-23,FUK,4
2020-09-23,CTS,1
2020-09-24,NRT,15
2020-09-24,HND,14
2020-09-24,KIX,7
2020-09-24,FUK,4
2020-09-24,CTS,1
2020-09-25,NRT,15
2020-09-25,HND,14
2020-09-25,KIX,7
2020-09-25,FUK,4
2020-09-25,CTS,1
2020-09-26,NRT,18
2020-09-26,HND,17
2020-09-26,KIX,8
2020-09-26,FUK,4
2020-09-26,CTS,1
2020-09-27,NRT,16
2020-09-27,HND,15
2020-09-27,KIX,7
2020-09-27,FUK,4
2020-09-27,CTS,1
2020-09-28,NRT,16
2020-09-28,HND,14
2020-09-28,KIX,6
2020-09-28,FUK,4
2020-09-28,CTS,1
2020-09-29,NRT,16
2020-09-29,HND,14
2020-09-29,KIX,7
2020-09-29,FUK,4
2020-09-29,CTS,1
2020-09-30,NRT,15
2020-09-30,HND,13
2020-09-30,KIX,7
2020-09-30,FUK,4
2020-09-30,CTS,1
2020-10-01,NRT,14
2020-10-01,HND,15
2020-10-01,KIX,6
2020-10-01,FUK,4
2020-10-01,CTS,1
2020-10-02,NRT,16
2020-10-02,HND,13
2020-10-02,KIX,7
2020-10-02,FUK,4
2020-10-02,CTS,1
2020-10-03,NRT,18
2020-10-03,HND,14
2020-10-03,KIX,7
2020-10-03,FUK,4
2020-10-03,CTS,1
2020-10-04,NRT,16
2020-10-04,HND,16
2020-10-04,KIX,8
2020-10-04,FUK,4
2020-10-04,CTS,1
2020-10-05,NRT,17
2020-10-05,HND,13
2020-10-05,KIX,6
2020-10-05,FUK,4
2020-10-05,CTS,1
2020-10-06,NRT,15
2020-10-06,HND,15
2020-10-06,KIX,7
2020-10-06,FUK,4
2020-10-06,CTS,1
2020-10-07,NRT,16
2020-10-07,HND,14
2020-10-07,KIX,7
2020-10-07,FUK,4
2020-10-07,CTS,1
2020-10-08,NRT,16
2020-10-08,HND,15
2020-10-08,KIX,6
2020-10-08,FUK,4
2020-10-08,CTS,1
2020-10-09,NRT,17
2020-10-09,HND,13
2020-10-09,KIX,7
2020-10-09,FUK,4
2020-10-09,CTS,1
2020-10-10,NRT,17
2020-10-10,HND,16
2020-10-10,KIX,7
2020-10-10,FUK,4
2020-10-10,CTS,1
2020-10-11,NRT,16
2020-10-11,HND,16
2020-10-11,KIX,7
2020-10-11,FUK,4
2020-10-11,CTS,1
2020-10-12,NRT,15
2020-10-12,HND,13
2020-10-12,KIX,6
2020-10-12,FUK,4
2020-10-12,CTS,1
2020-10-13,NRT,16
2020-10-13,HND,15
2020-10-13,KIX,7
2020-10-13,FUK,3
2020-10-13,CTS,1
2020-10-14,NRT,16
2020-10-14,HND,13
2020-10-14,KIX,6
2020-10-14,FUK,4
2020-10-14,CTS,1
2020-10-15,NRT,16
2020-10-15,HND,14
2020-10-15,KIX,6
2020-10-15,FUK,4
2020-10-15,CTS,1
2020-10-16,NRT,14
2020-10-16,HND,13
2020-10-16,KIX,6
2020-10-16,FUK,4
2020-10-16,CTS,1
2020-10-17,NRT,17
2020-10-17,HND,16
2020-10-17,KIX,7
2020-10-17,FUK,4
2020-10-17,CTS,1
2020-10-18,NRT,18
2020-10-18,HND,15
2020-10-18,KIX,7
2020-10-18,FUK,4
2020-10-18,CTS,1
2020-10-19,NRT,15
2020-10-19,HND,14
2020-10-19,KIX,7
2020-10-19,FUK,4
2020-10-19,CTS,1
2020-10-20,NRT,16
2020-10-20,HND,14
2020-10-20,KIX,7
2020-10-20,FUK,4
2020-10-20,CTS,1
2020-10-21,NRT,17
2020-10-21,HND,15
2020-10-21,KIX,6
2020-10-21,FUK,4
2020-10-21,CTS,1
2020-10-22,NRT,16
2020-10-22,HND,12
2020-10-22,KIX,6
2020-10-22,FUK,4
2020-10-22,CTS,1
2020-10-23,NRT,14
2020-10-23,HND,14
2020-10-23,KIX,7
2020-10-23,FUK,4
2020-10-23,CTS,1
2020-10-24,NRT,18
2020-10-24,HND,14
2020-10-24,KIX,7
2020-10-24,FUK,4
2020-10-24,CTS,1
2020-10-25,NRT,16
2020-10-25,HND,16
2020-10-25,KIX,8
2020-10-25,FUK,4
2020-10-25,CTS,1
2020-10-26,NRT,14
2020-10-26,HND,15
2020-10-26,KIX,6
2020-10-26,FUK,4
2020-10-26,CTS,1
2020-10-27,NRT,15
2020-10-27,HND,14
2020-10-27,KIX,6
2020-10-27,FUK,4
2020-10-27,CTS,1
2020-10-28,NRT,14
2020-10-28,HND,13
2020-10-28,KIX,7
2020-10-28,FUK,4
2020-10-28,CTS,1
2020-10-29,NRT,15
2020-10-29,HND,13
2020-10-29,KIX,6
2020-10-29,FUK,4
2020-10-29,CTS,1
2020-10-30,NRT,14
2020-10-30,HND,14
2020-10-30,KIX,7
2020-10-30,FUK,4
2020-10-30,CTS,1
2020-10-31,NRT,18
2020-10-31,HND,14
2020-10-31,KIX,8
2020-10-31,FUK,4
2020-10-31,CTS,1
2020-11-01,NRT,16
2020-11-01,HND,15
2020-11-01,KIX,7
2020-11-01,FUK,4
2020-11-01,CTS,1
2020-11-02,NRT,14
2020-11-02,HND,13
2020-11-02,KIX,6
2020-11-02,FUK,4
2020-11-02,CTS,1
2020-11-03,NRT,14
2020-11-03,HND,13
2020-11-03,KIX,7
2020-11-03,FUK,3
2020-11-03,CTS,1
2020-11-04,NRT,14
2020-11-04,HND,15
2020-11-04,KIX,7
2020-11-04,FUK,4
2020-11-04,CTS,1
2020-11-05,NRT,17
2020-11-05,HND,13
2020-11-05,KIX,7
2020-11-05,FUK,4
2020-11-05,CTS,1
2020-11-06,NRT,17
2020-11-06,HND,13
2020-11-06,KIX,6
2020-11-06,FUK,4
2020-11-06,CTS,1
2020-11-07,NRT,16
2020-11-07,HND,14
2020-11-07,KIX,7
2020-11-07,FUK,4
2020-11-07,CTS,1
2020-11-08,NRT,16
2020-11-08,HND,15
2020-11-08,KIX,6
2020-11-08,FUK,4
2020-11-08,CTS,1
2020-11-09,NRT,16
2020-11-09,HND,14
2020-11-09,KIX,7
2020-11-09,FUK,3
2020-11-09,CTS,1
2020-11-10,NRT,15
2020-11-10,HND,14
2020-11-10,KIX,6
2020-11-10,FUK,4
2020-11-10,CTS,1
2020-11-11,NRT,15
2020-11-11,HND,13
2020-11-11,KIX,7
2020-11-11,FUK,4
2020-11-11,CTS,1
2020-11-12,NRT,16
2020-11-12,HND,15
2020-11-12,KIX,7
2020-11-12,FUK,3
2020-11-12,CTS,1
2020-11-13,NRT,16
2020-11-13,HND,15
2020-11-13,KIX,7
2020-11-13,FUK,4
2020-11-13,CTS,1
2020-11-14,NRT,18
2020-11-14,HND,16
2020-11-14,KIX,8
2020-11-14,FUK,4
2020-11-14,CTS,1
2020-11-15,NRT,18
2020-11-15,HND,16
2020-11-15,KIX,7
2020-11-15,FUK,4
2020-11-15,CTS,1
2020-11-16,NRT,16
2020-11-16,HND,15
2020-11-16,KIX,7
2020-11-16,FUK,4
2020-11-16,CTS,1
2020-11-17,NRT,15
2020-11-17,HND,13
2020-11-17,KIX,6
2020-11-17,FUK,4
2020-11-17,CTS,1
2020-11-18,NRT,15
2020-11-18,HND,15
2020-11-18,KIX,7
2020-11-18,FUK,4
2020-11-18,CTS,1
2020-11-19,NRT,14
2020-11-19,HND,13
2020-11-19,KIX,7
2020-11-19,FUK,4
2020-11-19,CTS,1
2020-11-20,NRT,14
2020-11-20,HND,13
2020-11-20,KIX,6
2020-11-20,FUK,4
2020-11-20,CTS,1
2020-11-21,NRT,17
2020-11-21,HND,14
2020-11-21,KIX,8
2020-11-21,FUK,4
2020-11-21,CTS,1
2020-11-22,NRT,19
2020-11-22,HND,16
2020-11-22,KIX,7
2020-11-22,FUK,5
2020-11-22,CTS,1
2020-11-23,NRT,16
2020-11-23,HND,13
2020-11-23,KIX,6
2020-11-23,FUK,4
2020-11-23,CTS,1
2020-11-24,NRT,17
2020-11-24,HND,13
2020-11-24,KIX,6
2020-11-24,FUK,4
2020-11-24,CTS,1
2020-11-25,NRT,16
2020-11-25,HND,13
2020-11-25,KIX,6
2020-11-25,FUK,4
2020-11-25,CTS,1
2020-11-26,NRT,16
2020-11-26,HND,13
2020-11-26,KIX,6
2020-11-26,FUK,4
2020-11-26,CTS,1
2020-11-27,NRT,16
2020-11-27,HND,13
2020-11-27,KIX,6
2020-11-27,FUK,4
2020-11-27,CTS,1
2020-11-28,NRT,16
2020-11-28,HND,15
2020-11-28,KIX,7
2020-11-28,FUK,4
2020-11-28,CTS,1
2020-11-29,NRT,18
2020-11-29,HND,14
2020-11-29,KIX,8
2020-11-29,FUK,4
2020-11-29,CTS,1
2020-11-30,NRT,15
2020-11-30,HND,14
2020-11-30,KIX,6
2020-11-30,FUK,4
2020-11-30,CTS,1
2020-12-01,NRT,19
2020-12-01,HND,17
2020-12-01,KIX,8
2020-12-01,FUK,5
2020-12-01,CTS,1
2020-12-02,NRT,17
2020-12-02,HND,17
2020-12-02,KIX,8
2020-12-02,FUK,5
2020-12-02,CTS,1
2020-12-03,NRT,20
2020-12-03,HND,14
2020-12-03,KIX,8
2020-12-03,FUK,4
2020-12-03,CTS,1
2020-12-04,NRT,17
2020-12-04,HND,17
2020-12-04,KIX,7
2020-12-04,FUK,4
2020-12-04,CTS,1
2020-12-05,NRT,20
2020-12-05,HND,16
2020-12-05,KIX,8
2020-12-05,FUK,5
2020-12-05,CTS,1
2020-12-06,NRT,21
2020-12-06,HND,19
2020-12-06,KIX,9
2020-12-06,FUK,5
2020-12-06,CTS,1
2020-12-07,NRT,16
2020-12-07,HND,14
2020-12-07,KIX,8
2020-12-07,FUK,5
2020-12-07,CTS,1
2020-12-08,NRT,18
2020-12-08,HND,16
2020-12-08,KIX,7
2020-12-08,FUK,5
2020-12-08,CTS,1
2020-12-09,NRT,17
2020-12-09,HND,16
2020-12-09,KIX,7
2020-12-09,FUK,4
2020-12-09,CTS,1
2020-12-10,NRT,19
2020-12-10,HND,17
2020-12-10,KIX,8
2020-12-10,FUK,5
2020-12-10,CTS,1
2020-12-11,NRT,19
2020-12-11,HND,16
2020-12-11,KIX,8
2020-12-11,FUK,4
2020-12-11,CTS,1
2020-12-12,NRT,18
2020-12-12,HND,19
2020-12-12,KIX,8
2020-12-12,FUK,5
2020-12-12,CTS,1
2020-12-13,NRT,21
2020-12-13,HND,18
2020-12-13,KIX,9
2020-12-13,FUK,5
2020-12-13,CTS,1
2020-12-14,NRT,17
2020-12-14,HND,15
2020-12-14,KIX,7
2020-12-14,FUK,4
2020-12-14,CTS,1
2020-12-15,NRT,19
2020-12-15,HND,16
2020-12-15,KIX,7
2020-12-15,FUK,4
2020-12-15,CTS,1
2020-12-16,NRT,18
2020-12-16,HND,17
2020-12-16,KIX,8
2020-12-16,FUK,4
2020-12-16,CTS,1
2020-12-17,NRT,19
2020-12-17,HND,16
2020-12-17,KIX,7
2020-12-17,FUK,4
2020-12-17,CTS,1
2020-12-18,NRT,18
2020-12-18,HND,16
2020-12-18,KIX,8
2020-12-18,FUK,4
2020-12-18,CTS,1
2020-12-19,NRT,19
2020-12-19,HND,19
2020-12-19,KIX,8
2020-12-19,FUK,4
2020-12-19,CTS,1
